課號 Course ID,資訊 Information,備註 Note,系所 Department,通識 GE,"選上機率
Chance","重設
Reset",課程 Course,教室大樓 Building,時間 Time,授課語言 Language,加簽 Extra Enrollment
"<a href=""http://3.39.148.46/gpa-record/?table_filter=ASTR5300"" rel=""noopener"" target=""_blank"">ASTR 530000</a>
星系天文學
Galactic Astronomy","<人限 Limit / 新生保留 New Only>
-- / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
-- / --
<學分數 Credit unit>
3
<授課語言 Language>
英文 EN
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=234332450339791214762657567797980698265786882698780658576"" rel=""noopener"" target=""_blank"">安德魯˙古柏	COOPER, ANDREW PAUL</a>
<教室 Room & 時間 Time>
GEN II綜二521	T6T7T8
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
--
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
天文所111D必修/天文所111M必修
",ASTR 天文所,--,--,,ASTR5300,GEN II綜二,T6T7T8,英文 EN,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=ASTR5910"" rel=""noopener"" target=""_blank"">ASTR 591000</a>
專題演講一
Colloquium (I)","<人限 Limit / 新生保留 New Only>
-- / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
-- / --
<學分數 Credit unit>
1
<授課語言 Language>
英文 EN
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=20309335212343968971101051011087297114115111110111"" rel=""noopener"" target=""_blank"">何英宏	Daniel Harsono</a>
<教室 Room & 時間 Time>
GEN II綜二521	F6F7
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
--
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
天文所111D必修/天文所111M必修
",ASTR 天文所,--,--,,ASTR5910,GEN II綜二,F6F7,英文 EN,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=ASTR6007"" rel=""noopener"" target=""_blank"">ASTR 600700</a>
天文物理的前沿一
Frontier of Astrophysics Seminars I","<人限 Limit / 新生保留 New Only>
-- / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
-- / --
<學分數 Credit unit>
1
<授課語言 Language>
英文 EN
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=2446034276214512198771798479847977798483857185"" rel=""noopener"" target=""_blank"">後藤友嗣	GOTO, TOMOTSUGU</a>
<教室 Room & 時間 Time>
GEN II綜二501	TnWnRn
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
--
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
天文所111D選修/天文所111M選修
",ASTR 天文所,--,--,,ASTR6007,GEN II綜二,TnWnRn,英文 EN,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=ASTR6100"" rel=""noopener"" target=""_blank"">ASTR 610000</a>
天文觀測
Observational Astronomy","<人限 Limit / 新生保留 New Only>
15 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
8 / --
<學分數 Credit unit>
3
<授課語言 Language>
英文 EN
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=27743222833328865766669828475797871"" rel=""noopener"" target=""_blank"">江國興	ALBERT KONG</a>
<教室 Room & 時間 Time>
GEN II綜二521	W6W7W8
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
--
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
(台聯大)太空科技與工程學分學程
<必選修 Required or Elective>
天文所111D必修/天文所111M必修
",ASTR 天文所,--,--,,ASTR6100,GEN II綜二,W6W7W8,英文 EN,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=ASTR6600"" rel=""noopener"" target=""_blank"">ASTR 660000</a>
計算天文物理
Computational Astrophysics","<人限 Limit / 新生保留 New Only>
-- / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
-- / --
<學分數 Credit unit>
3
<授課語言 Language>
英文 EN
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=269542824824609896578717283736578718973"" rel=""noopener"" target=""_blank"">楊湘怡	YANG, HSIANG-YI</a>
<教室 Room & 時間 Time>
GEN II綜二501	R6R7R8
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
--
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
天文所111D選修/天文所111M選修
",ASTR 天文所,--,--,,ASTR6600,GEN II綜二,R6R7R8,英文 EN,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=ASTR6910"" rel=""noopener"" target=""_blank"">ASTR 691000</a>
論文研究
Thesis","<人限 Limit / 新生保留 New Only>
-- / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
-- / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=25351235662594525480"" rel=""noopener"" target=""_blank"">指導教授	</a>
<教室 Room & 時間 Time>
--","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
限天文所碩二以上同學，Selectable after successfully completing first year's coursework
<限制 Limitation>
排除天文所碩士班1年級
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
天文所111M必修
",ASTR 天文所,--,--,,ASTR6910,--,--,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=ASTR9920"" rel=""noopener"" target=""_blank"">ASTR 992000</a>
論文研究
Thesis","<人限 Limit / 新生保留 New Only>
-- / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
-- / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=25351235662594525480"" rel=""noopener"" target=""_blank"">指導教授	</a>
<教室 Room & 時間 Time>
--","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
限天文所博二以上同學，Selectable after successfully completing first year's coursework
<限制 Limitation>
排除博士班1年級
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
天文所111D必修
",ASTR 天文所,--,--,,ASTR9920,--,--,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=BAI7001"" rel=""noopener"" target=""_blank"">BAI 700100</a>
統計與機器學習概論一
Introduction of Statistics and Machine Learning (I)","<人限 Limit / 新生保留 New Only>
20 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
18 / --
<學分數 Credit unit>
3
<授課語言 Language>
英文 EN
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=24373316012808567726578717283736579726578"" rel=""noopener"" target=""_blank"">張筱涵	CHANG, HSIAO-HAN</a>
<教室 Room & 時間 Time>
GEN II綜二614	T2T3T4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
本課程為 16 週課程。限大三以上修習
<限制 Limitation>
電資院,工學院,生科院,原科院,智慧生醫博士學程優先，第3次選課起開放全校修習
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
(跨領域)人工智慧與應用進階學分學程/(跨領域)人工智慧與應用基礎學分學程/(跨領域)神經科學學分學程
<必選修 Required or Elective>
智慧生醫博士學程111D必修
",BAI  智慧生醫博士學位學程,--,--,,BAI7001,GEN II綜二,T2T3T4,英文 EN,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=BAI7003"" rel=""noopener"" target=""_blank"">BAI 700300</a>
專題演講
Colloquium","<人限 Limit / 新生保留 New Only>
40 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
39 / --
<學分數 Credit unit>
1
<授課語言 Language>
英文 EN
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=26954314352304189657871766969876973"" rel=""noopener"" target=""_blank"">楊立威	YANG, LEE-WEI</a>
<教室 Room & 時間 Time>
GEN II綜二104	T5T6
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
課程為 16 週課程。
<限制 Limitation>
電資院,工學院,生科院,原科院,智慧生醫博士學程優先，第3次選課起開放全校修習
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
智慧生醫博士學程111D必修
",BAI  智慧生醫博士學位學程,--,--,,BAI7003,GEN II綜二,T5T6,英文 EN,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=BAI7006"" rel=""noopener"" target=""_blank"">BAI 700600</a>
實驗輪轉一
Lab Rotation (I)","<人限 Limit / 新生保留 New Only>
3 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
-- / --
<學分數 Credit unit>
1
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter="" rel=""noopener"" target=""_blank"">--</a>
<教室 Room & 時間 Time>
--","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
--
<限制 Limitation>
限智慧生醫博士學程
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
智慧生醫博士學程111D必修
",BAI  智慧生醫博士學位學程,--,--,,BAI7006,--,--,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=BME4001"" rel=""noopener"" target=""_blank"">BME 400100</a>
專題研究
Undergraduate Research","<人限 Limit / 新生保留 New Only>
-- / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
-- / --
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=25351235662594525480"" rel=""noopener"" target=""_blank"">指導教授	</a>
<教室 Room & 時間 Time>
--","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
限大學部學生修課
<限制 Limitation>
限大學部
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
醫工所111M選修
",BME  醫工所,--,--,,BME4001,--,--,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=BME5004"" rel=""noopener"" target=""_blank"">BME 500400</a>
書報討論
Seminar","<人限 Limit / 新生保留 New Only>
-- / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
-- / --
<學分數 Credit unit>
1
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=371652080629641677269787167726579777378"" rel=""noopener"" target=""_blank"">鄭兆珉	CHENG, CHAO-MIN</a>
<教室 Room & 時間 Time>
NTHU Lab清實826	W3W4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
--
<限制 Limitation>
限醫工所
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
醫工所111D必修/醫工所111M必修
",BME  醫工所,--,--,,BME5004,NTHU Lab清實,W3W4,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=BME5008"" rel=""noopener"" target=""_blank"">BME 500800</a>
癌症生物學與治療
Cancer Biology and Therapy","<人限 Limit / 新生保留 New Only>
24 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
15 / --
<學分數 Credit unit>
3
<授課語言 Language>
英文 EN
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=385153890726230677269788985786772737871"" rel=""noopener"" target=""_blank"">陳韻晶	CHEN, YUN-CHING</a>
<教室 Room & 時間 Time>
NTHU Lab清實826	M5M6M7
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
--
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
(跨領域)生物產業技術學分學程
<必選修 Required or Elective>
醫工所111D選修/醫工所111M選修
",BME  醫工所,--,--,,BME5008,NTHU Lab清實,M5M6M7,英文 EN,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=BME5012"" rel=""noopener"" target=""_blank"">BME 501200</a>
論文研究
Thesis","<人限 Limit / 新生保留 New Only>
-- / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
-- / --
<學分數 Credit unit>
0
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=25351235662594525480"" rel=""noopener"" target=""_blank"">指導教授	</a>
<教室 Room & 時間 Time>
--","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
限醫工所碩二以上同學，Selectable after successfully completing first year's coursework
<限制 Limitation>
排除碩士班1年級
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
醫工所111M必修
",BME  醫工所,--,--,,BME5012,--,--,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=BME5019"" rel=""noopener"" target=""_blank"">BME 501900</a>
微機電奈米感測器
Microelectromechanical Sensor","<人限 Limit / 新生保留 New Only>
-- / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
-- / --
<學分數 Credit unit>
3
<授課語言 Language>
英文 EN
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=2651923447234397673789079787172797871"" rel=""noopener"" target=""_blank"">林宗宏	LIN, ZONG-HONG</a>
<教室 Room & 時間 Time>
NTHU Lab清實319	F6F7F8
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
--
<限制 Limitation>
限醫工所
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
(跨領域)奈米科技學分學程
<必選修 Required or Elective>
醫工所111D選修/醫工所111M選修
",BME  醫工所,--,--,,BME5019,NTHU Lab清實,F6F7F8,英文 EN,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=BME5024"" rel=""noopener"" target=""_blank"">BME 502400</a>
奈米生醫材料
Nano-/Bio-materials","<人限 Limit / 新生保留 New Only>
-- / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
-- / --
<學分數 Credit unit>
3
<授課語言 Language>
英文 EN
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=371652080629641677269787167726579777378"" rel=""noopener"" target=""_blank"">鄭兆珉	CHENG, CHAO-MIN</a>
<教室 Room & 時間 Time>
NTHU Lab清實319	W5W6W7
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
--
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
(跨領域)奈米科技學分學程/(跨領域)奈微米機電元件與系統全英語學分學程
<必選修 Required or Elective>
醫工所111D選修/醫工所111M選修
",BME  醫工所,--,--,,BME5024,NTHU Lab清實,W5W6W7,英文 EN,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=BME5025"" rel=""noopener"" target=""_blank"">BME 502500</a>
生物分析化學
Bioanalytical Chemistry","<人限 Limit / 新生保留 New Only>
-- / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
-- / --
<學分數 Credit unit>
3
<授課語言 Language>
英文 EN
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=2651923447234397673789079787172797871"" rel=""noopener"" target=""_blank"">林宗宏	LIN, ZONG-HONG</a>
<教室 Room & 時間 Time>
NTHU Lab清實826	T6T7T8
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
--
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
(跨領域)生物產業技術學分學程
<必選修 Required or Elective>
醫工所111D選修/醫工所111M選修
",BME  醫工所,--,--,,BME5025,NTHU Lab清實,T6T7T8,英文 EN,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=BME5026"" rel=""noopener"" target=""_blank"">BME 502600</a>
醫療器材設計與開發實務
Practical Skills of the Design and Development of Medical Devices","<人限 Limit / 新生保留 New Only>
36 / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
26 / --
<學分數 Credit unit>
3
<授課語言 Language>
中文 ZH
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=2957926126217468765787177737871677269"" rel=""noopener"" target=""_blank"">王明哲	WANG, MING-CHE</a>
<教室 Room & 時間 Time>
GEN II綜二616	MaMbMc
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
--
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
醫工所111D選修/醫工所111M選修
",BME  醫工所,--,--,,BME5026,GEN II綜二,MaMbMc,中文 ZH,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=BME5036"" rel=""noopener"" target=""_blank"">BME 503600</a>
奈米光學材料
Optical Nanomaterials","<人限 Limit / 新生保留 New Only>
-- / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
-- / --
<學分數 Credit unit>
3
<授課語言 Language>
英文 EN
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=3383624503366378765786869728573"" rel=""noopener"" target=""_blank"">萬德輝	WAN, DE-HUI</a>
<教室 Room & 時間 Time>
NTHU Lab清實826	R7R8R9
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
--
<限制 Limitation>
限醫工所
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
醫工所111D選修/醫工所111M選修
",BME  醫工所,--,--,,BME5036,NTHU Lab清實,R7R8R9,英文 EN,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=BME5039"" rel=""noopener"" target=""_blank"">BME 503900</a>
應用細胞生物工程學
Applied Cellular Bioengineering","<人限 Limit / 新生保留 New Only>
-- / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
-- / --
<學分數 Credit unit>
3
<授課語言 Language>
英文 EN
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=406432960035488728565787167727369726772697871"" rel=""noopener"" target=""_blank"">黃玠誠	HUANG, CHIEH-CHENG</a>
<教室 Room & 時間 Time>
NTHU Lab清實826	R2R3R4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
--
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
醫工所111D選修/醫工所111M選修
",BME  醫工所,--,--,,BME5039,NTHU Lab清實,R2R3R4,英文 EN,O 接受 Allowed
"<a href=""http://3.39.148.46/gpa-record/?table_filter=BME5040"" rel=""noopener"" target=""_blank"">BME 504000</a>
金屬生物醫藥與生醫材料
Metal-based biomedicine and biomaterials","<人限 Limit / 新生保留 New Only>
-- / 0
<剩餘名額 Spots AVL / 待亂數 Pending>
-- / --
<學分數 Credit unit>
3
<授課語言 Language>
英文 EN
<教師 Instructor>
<a href=""http://3.39.148.46/gpa-record/?table_filter=3979125165245037685848365738469"" rel=""noopener"" target=""_blank"">魯才德	LU, TSAI-TE</a>
<教室 Room & 時間 Time>
NTHU Lab清實826	M2M3M4
","<加簽 Extra Enrollment>
O 接受 Allowed
<備註 Memo>
限曾修過「普通化學」者選修
<限制 Limitation>
--
<擋修 Prerequisite>
--
<專長 Speciality>
--
<學程 Program>
--
<必選修 Required or Elective>
醫工所111D選修/醫工所111M選修
",BME  醫工所,--,--,,BME5040,NTHU Lab清實,M2M3M4,英文 EN,O 接受 Allowed
